2026-02-05 21:45:13 | INFO | metamind.utils.logging | Logging initialized. File=D:\UN\7th_Semester_Contents\Computational_Intelligence\Project\v6\results\logs\20260205_181513_30aebb69.log
2026-02-05 21:45:13 | INFO | metamind | Run started. run_id=20260205_181513_30aebb69
2026-02-05 21:45:13 | INFO | metamind | Config file: D:\UN\7th_Semester_Contents\Computational_Intelligence\Project\v6\configs\sphere_fuzzy_eval.yaml
2026-02-05 21:45:13 | INFO | metamind | Config: seed=42, default_problem=sphere, default_method=fuzzy
2026-02-05 21:45:13 | INFO | metamind | Settings: {'problem_type': 'function_optimization', 'problem_meta': {'function': 'sphere', 'dimension': 20}, 'early_stopping': {'enabled': True, 'patience': 100, 'min_delta': '1e-10'}, 'method_params': {'max_iterations': 3000, 'step0': 0.5}, 'llm': {'enabled': True, 'provider': 'openai', 'model': 'gpt-4o-mini', 'api_key_env': 'METIS_API_KEY', 'base_url': 'https://api.metisai.ir/openai/v1', 'temperature': 0.1}, 'evaluation': {'enabled': True, 'repeats': 5, 'methods': ['fuzzy', 'pso', 'ga', 'gp', 'random_search'], 'make_plots': True, 'save_per_run': True}}
2026-02-05 21:45:13 | INFO | metamind | Available methods: ['aco', 'fuzzy', 'ga', 'ga_tsp', 'gp', 'hopfield', 'kmeans', 'mlp', 'noop', 'perceptron', 'pso', 'random_search', 'som']
2026-02-05 21:45:14 | INFO | metamind | LLM enabled for orchestrator: provider=openai model=gpt-4o-mini api_key_env=METIS_API_KEY
2026-02-05 21:45:22 | INFO | httpx | HTTP Request: POST https://api.metisai.ir/openai/v1/responses "HTTP/1.1 200 "
2026-02-05 21:45:22 | INFO | metamind | Decision: {'problem_type': 'function_optimization', 'selected_method': 'pso', 'reasoning': 'Particle Swarm Optimization (PSO) is well-suited for continuous optimization problems like the sphere function, especially in high-dimensional spaces.', 'parameters': {'num_particles': 30, 'max_iterations': 100, 'inertia_weight': 0.7, 'cognitive_coeff': 1.5, 'social_coeff': 1.5}, 'backup_method': None, 'confidence': 0.9}
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=fuzzy rep=1/5 seed=42
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=194.50969964459944 metrics={'step': 1e-06}
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=fuzzy rep=2/5 seed=43
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=128.52217549190894 metrics={'step': 1e-06}
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=fuzzy rep=3/5 seed=44
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=197.10697908915864 metrics={'step': 1e-06}
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=fuzzy rep=4/5 seed=45
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=200.42711321751386 metrics={'step': 1e-06}
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=fuzzy rep=5/5 seed=46
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=246.1691822379576 metrics={'step': 1e-06}
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=pso rep=1/5 seed=42
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=83.77093683584438 metrics={'best_fitness': 83.77093683584438}
2026-02-05 21:45:22 | INFO | metamind.methods.pso | PSO early stopping at iter=429 best=0.013615453952570437
2026-02-05 21:45:22 | INFO | metamind | Evaluation run: method=pso rep=2/5 seed=43
2026-02-05 21:45:22 | INFO | metamind | Eval progress: iter=0 best=71.8703109052661 metrics={'best_fitness': 71.8703109052661}
2026-02-05 21:45:23 | INFO | metamind.methods.pso | PSO early stopping at iter=461 best=0.02355988981320806
2026-02-05 21:45:23 | INFO | metamind | Evaluation run: method=pso rep=3/5 seed=44
2026-02-05 21:45:23 | INFO | metamind | Eval progress: iter=0 best=99.0374630294845 metrics={'best_fitness': 99.0374630294845}
2026-02-05 21:45:23 | INFO | metamind.methods.pso | PSO early stopping at iter=404 best=0.007385982288465437
2026-02-05 21:45:23 | INFO | metamind | Evaluation run: method=pso rep=4/5 seed=45
2026-02-05 21:45:23 | INFO | metamind | Eval progress: iter=0 best=94.43964900259334 metrics={'best_fitness': 94.43964900259334}
2026-02-05 21:45:23 | INFO | metamind.methods.pso | PSO early stopping at iter=440 best=0.02522296972489506
2026-02-05 21:45:23 | INFO | metamind | Evaluation run: method=pso rep=5/5 seed=46
2026-02-05 21:45:23 | INFO | metamind | Eval progress: iter=0 best=71.187595274342 metrics={'best_fitness': 71.187595274342}
2026-02-05 21:45:23 | INFO | metamind.methods.pso | PSO early stopping at iter=489 best=0.003371614243441024
2026-02-05 21:45:23 | INFO | metamind | Evaluation run: method=ga rep=1/5 seed=42
2026-02-05 21:45:23 | INFO | metamind | Eval progress: iter=0 best=73.72377479173353 metrics={'best_fitness': 73.72377479173353}
2026-02-05 21:45:24 | INFO | metamind | Evaluation run: method=ga rep=2/5 seed=43
2026-02-05 21:45:24 | INFO | metamind | Eval progress: iter=0 best=78.24603199203469 metrics={'best_fitness': 78.24603199203469}
2026-02-05 21:45:24 | INFO | metamind | Evaluation run: method=ga rep=3/5 seed=44
2026-02-05 21:45:24 | INFO | metamind | Eval progress: iter=0 best=65.31022666678157 metrics={'best_fitness': 65.31022666678157}
2026-02-05 21:45:24 | INFO | metamind.methods.ga_continuous | GA early stopping at gen=481 best=0.06588543510165475
2026-02-05 21:45:24 | INFO | metamind | Evaluation run: method=ga rep=4/5 seed=45
2026-02-05 21:45:24 | INFO | metamind | Eval progress: iter=0 best=97.76298064260233 metrics={'best_fitness': 97.76298064260233}
2026-02-05 21:45:25 | INFO | metamind | Evaluation run: method=ga rep=5/5 seed=46
2026-02-05 21:45:25 | INFO | metamind | Eval progress: iter=0 best=62.64893357204794 metrics={'best_fitness': 62.64893357204794}
2026-02-05 21:45:25 | INFO | metamind | Evaluation run: method=gp rep=1/5 seed=42
2026-02-05 21:45:25 | INFO | metamind | Eval progress: iter=0 best=0.0 metrics={}
2026-02-05 21:45:25 | INFO | metamind | Evaluation run: method=gp rep=2/5 seed=43
2026-02-05 21:45:25 | INFO | metamind | Eval progress: iter=0 best=0.0 metrics={}
2026-02-05 21:45:25 | INFO | metamind | Evaluation run: method=gp rep=3/5 seed=44
2026-02-05 21:45:25 | INFO | metamind | Eval progress: iter=0 best=0.14331809285848812 metrics={}
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=gp rep=4/5 seed=45
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=0.0 metrics={}
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=gp rep=5/5 seed=46
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=0.0 metrics={}
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=random_search rep=1/5 seed=42
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=194.50969964459944 metrics={'best_fitness': 194.50969964459944}
2026-02-05 21:45:26 | INFO | metamind.methods.base | Checkpoint saved: D:\UN\7th_Semester_Contents\Computational_Intelligence\Project\v6\results\20260205_181513_30aebb69\evaluation\random_search\rep_01_seed_42\random_search_ckpt.json
2026-02-05 21:45:26 | INFO | metamind.methods.random_search | Early stopping triggered at i=302 best_f=94.34001035436249
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=random_search rep=2/5 seed=43
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=152.50113236005794 metrics={'best_fitness': 152.50113236005794}
2026-02-05 21:45:26 | INFO | metamind.methods.random_search | Early stopping triggered at i=118 best_f=93.17888702004295
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=random_search rep=3/5 seed=44
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=197.10697908915864 metrics={'best_fitness': 197.10697908915864}
2026-02-05 21:45:26 | INFO | metamind.methods.random_search | Early stopping triggered at i=183 best_f=91.84072607720483
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=random_search rep=4/5 seed=45
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=200.42711321751386 metrics={'best_fitness': 200.42711321751386}
2026-02-05 21:45:26 | INFO | metamind.methods.random_search | Early stopping triggered at i=192 best_f=97.76298064260233
2026-02-05 21:45:26 | INFO | metamind | Evaluation run: method=random_search rep=5/5 seed=46
2026-02-05 21:45:26 | INFO | metamind | Eval progress: iter=0 best=246.1691822379576 metrics={'best_fitness': 246.1691822379576}
